Price,Open,Open,Open,Close,Close,Close
Ticker,AZN.L,HSBA.L,ULVR.L,AZN.L,HSBA.L,ULVR.L
Date,,,,,,
2001-01-01,3346.33544921875,850.0045166015625,1261.821781635121,3346.33544921875,850.0045166015625,1264.0277099609375
2001-01-02,3319.5654614221753,837.9232388647355,1247.4837309278946,3356.251220703125,825.8419799804688,1266.234619140625
2001-01-03,3341.3785100697046,824.9788644565142,1264.0286752039617,3311.63330078125,819.8012084960938,1255.204833984375
2001-01-04,3348.08107750939,827.9991660341925,1257.9615048065964,3162.9072265625,894.0147094726562,1189.0245361328125
2001-01-05,3162.9064184804315,886.2482261134395,1160.347034990116,3103.416015625,885.3851928710938,1153.7291259765625
2001-01-08,3080.4135344625274,885.7133360403911,1142.0133536865376,3123.24658203125,869.852294921875,1144.9052734375
2001-01-09,3122.651263534213,869.8521145456033,1144.9056112621288,3063.755859375,870.7150268554688,1122.8458251953125
2001-01-10,3051.461272494307,870.059166235096,1125.7794020073895,3063.755859375,865.537353515625,1107.403564453125
2001-01-11,3079.8189411204735,861.2229305697332,1111.2639508730706,3068.714111328125,851.73046875,1114.0213623046875
2001-01-12,3133.160740858844,851.7301524401396,1117.3303027959896,3060.78076171875,865.537353515625,1140.4930419921875
2001-01-15,3068.8133419624664,860.170173556374,1140.4933779135513,3152.9921875,851.73046875,1120.6395263671875
2001-01-16,3175.7960767689506,851.7304107948063,1127.8087708617293,3181.7451171875,852.5933837890625,1141.59619140625
2001-01-17,3182.7366809001646,857.7709076635307,1141.5960700394842,3161.9150390625,867.2633666992188,1109.6092529296875
2001-01-18,3138.1195531520048,871.578369140625,1107.9546352112473,3083.586669921875,871.578369140625,1085.34326171875
2001-01-19,3093.50107421875,871.5782640170759,1109.6092545726572,2974.520263671875,876.7559204101562,1077.62255859375
2001-01-22,2974.5199269261852,882.7963683036642,1069.901547300955,2990.384033203125,894.8776245117188,1100.7852783203125
2001-01-23,3034.010336092203,889.2684207804078,1101.3370751388834,3004.26513671875,911.2736206054688,1106.300537109375
2001-01-24,3019.1381232027643,912.9995568697963,1114.0215651422448,3006.24853515625,942.3397827148438,1087.5498046875
2001-01-25,3047.8918196142195,937.1623471838831,1104.8665479625354,3006.24853515625,935.4364013671875,1091.9615478515625
2001-01-26,2999.3075491483096,929.3957849802854,1099.6826455423948,3024.09521484375,920.766357421875,1117.33056640625
2001-01-29,3024.095962098471,919.0401923867572,1129.4637367796934,3019.138427734375,927.6697387695312,1122.8458251953125
2001-01-30,3019.1396262797903,920.766357421875,1124.8085182183204,2982.453857421875,920.766357421875,1141.59619140625
2001-01-31,2997.523402098652,919.9031915709014,1123.7322664044916,2946.75830078125,918.17724609375,1138.287353515625
2001-02-01,2946.7583751659477,918.1770585405538,1156.29288302942,2987.41015625,900.9180908203125,1142.6995849609375
2001-02-02,3012.1976850880874,900.9187035025201,1137.1845240674893,3102.4248046875,901.7816162109375,1147.1114501953125
2001-02-05,3013.189190058745,905.5525673822243,1148.1148230872777,3069.705078125,900.0555419921875,1158.1409912109375
2001-02-06,3043.9253474001025,913.8627425890114,1162.553096375876,3024.09521484375,917.314453125,1160.3470458984375
2001-02-07,3021.121119106816,913.6467049106096,1153.7292926598184,2978.486328125,911.2736206054688,1182.4071044921875
2001-02-08,2992.3678407389048,908.685134068152,1215.4968791767953,2937.8349609375,912.9999389648438,1171.377197265625
2001-02-09,2899.6615037027996,916.9002160496843,1176.3340780472565,2974.520263671875,906.958984375,1185.7161865234375
2001-02-12,2984.43492564509,900.9181266956759,1187.3702032277015,3015.171630859375,910.4105834960938,1184.6126708984375
2001-02-13,3024.0953895134653,907.8218754344894,1181.3037637841123,3048.883056640625,918.17724609375,1209.9814453125
2001-02-14,3050.668154127438,923.3549039571014,1208.8791273763404,3000.299560546875,919.0401611328125,1191.2313232421875
2001-02-15,3000.2994392903647,923.3549221552296,1191.2309086485752,2974.520263671875,924.2178344726562,1162.5531005859375
2001-02-16,2974.520400044704,916.4515594001032,1157.0383599395454,2911.06396484375,904.3703002929688,1176.8922119140625
2001-02-19,2942.7926018720113,901.7813348066018,1185.715705823642,2903.13232421875,908.6849365234375,1190.1275634765625
2001-02-20,2897.1833312988283,910.4111663804204,1194.5398321199307,2855.5400390625,901.7816162109375,1180.200927734375
2001-02-21,2900.475344133149,903.5072233241315,1182.4066914057037,3108.714599609375,892.288818359375,1190.1275634765625
2001-02-22,3085.906097227742,892.2891747361293,1180.2013033894928,3118.62939453125,888.8374633789062,1186.8193359375
2001-02-23,3118.629293702507,886.0670286588186,1178.0712070451666,3082.93115234375,886.2482299804688,1152.625244140625
2001-02-26,3092.847481592509,899.1925537564546,1164.758720481581,3059.132568359375,824.115966796875,1129.4630126953125
2001-02-27,3080.94753262168,819.8009182350185,1132.7726578306238,3061.115234375,791.3236694335938,1142.6995849609375
2001-02-28,3039.3014670766015,802.973757814514,1142.6990921688418,3122.59716796875,794.7757568359375,1140.4930419921875
2001-03-01,3125.2735549122253,802.5422832645028,1170.2740032503962,3172.177001953125,780.1056518554688,1180.200927734375
2001-03-02,3153.6338698709396,780.3987119436022,1189.0247093810751,3181.1015625,760.2575073242188,1183.509765625
2001-03-05,3180.109246443978,768.0244085441811,1184.6129568891442,3135.486572265625,766.2985229492188,1172.4801025390625
2001-03-06,3116.646957557977,774.9279263392017,1172.4802805090433,3110.697265625,777.5167846679688,1169.1712646484375
2001-03-07,3110.696712720597,779.2426602312496,1164.7589155514477,3086.89794921875,774.9278564453125,1166.9649658203125
2001-03-08,3090.8648447074142,774.927613595648,1175.788818359375,3034.3427734375,791.3236694335938,1175.788818359375
2001-03-09,3034.3424447866587,791.3239977803574,1173.583143747106,3093.83935546875,780.1056518554688,1182.4071044921875
2001-03-12,3104.945428961957,780.6233198552471,1185.716102975127,3105.73876953125,743.8616943359375,1171.377197265625
2001-03-13,3110.329572856753,739.3976712248012,1162.729473394232,3071.031982421875,746.4505004882812,1161.4500732421875
2001-03-14,3064.090560588431,709.34375,1153.728912087028,3029.384033203125,709.34375,1137.18408203125
2001-03-15,3012.517030067297,710.4028363324101,1129.3021401063215,3172.177001953125,742.1360473632812,1123.9482421875
2001-03-16,3033.846280924479,724.877060319213,1119.53656833977,3138.461669921875,700.7144775390625,1125.051513671875
2001-03-19,3138.4626199473505,700.7142034024765,1125.051339700382,3193.00146484375,709.34375,1130.5662841796875
2001-03-20,3216.799700034446,717.9732614319546,1136.0815186172865,3238.615234375,716.2474365234375,1120.6395263671875
2001-03-21,3207.8742881098287,715.816044505394,1116.2270636598323,3242.580810546875,707.6180419921875,1093.064208984375
2001-03-22,3222.749693908492,706.7028213006125,1083.1372691342679,3040.29248046875,670.5108032226562,1054.45947265625
2001-03-23,3033.737997528652,685.1812282763334,1054.2481485210026,3120.613525390625,689.4959716796875,1058.8719482421875
2001-03-26,3115.6552506805697,701.5772457529196,1061.0776726052181,3170.194091796875,711.9326171875,1080.9315185546875
2001-03-27,3174.1594033954325,705.0290095898333,1057.7691600758965,3222.74853515625,710.2066650390625,1096.3739013671875
2001-03-28,3219.279271930197,711.9327184082887,1096.3734388743342,3193.00146484375,705.8920288085938,1077.62255859375
2001-03-29,3145.4033593990534,709.0728963932771,1091.3837153059874,3220.76611328125,703.30322265625,1095.2706298828125
2001-03-30,3211.84170648484,705.8918878706728,1089.7552480744903,3331.8271484375,726.1712036132812,1119.5360107421875
2001-04-02,3331.8272308688793,728.3286529064828,1119.5364816065726,3301.087158203125,722.2879638671875,1108.506591796875
2001-04-03,3314.474001713997,716.5124270966418,1095.1799360340462,3284.229736328125,703.30322265625,1100.7852783203125
2001-04-04,3290.17919921875,712.7956308934288,1100.340102236986,3290.17919921875,705.8920288085938,1120.6395263671875
2001-04-05,3243.3051294693764,697.4781577772364,1105.3586364599082,3348.68408203125,712.7955322265625,1117.33056640625
2001-04-06,3322.7635563533127,709.2231670889031,1127.3901844905806,3327.8603515625,707.6180419921875,1115.1248779296875
2001-04-09,3297.71597578412,707.100115814514,1117.3306386782456,3352.6513671875,705.0291137695312,1125.051513671875
2001-04-10,3352.651246078371,705.0289475573684,1127.257568359375,3400.248779296875,726.6026611328125,1127.257568359375
2001-04-11,3396.2816159169693,726.6026254922778,1122.845917500294,3294.145263671875,733.5062255859375,1098.580078125
2001-04-12,3292.1618648634535,730.5639044303706,1098.8660902930965,3263.405029296875,730.917724609375,1118.4332275390625
2001-04-13,3267.3720703125,730.917724609375,1118.4332275390625,3267.3720703125,730.917724609375,1118.4332275390625
2001-04-16,3267.3720703125,730.917724609375,1118.4332275390625,3267.3720703125,730.917724609375,1118.4332275390625
2001-04-17,3292.162190998134,724.4453959817481,1125.0518311310666,3321.91064453125,722.2879638671875,1134.978759765625
2001-04-18,3250.41498019453,716.9463137303795,1122.8455878429727,3366.533203125,777.9481811523438,1127.257568359375
2001-04-19,3305.668548096989,777.9480654443628,1127.257857759256,3211.841796875,771.4758911132812,1115.1248779296875
2001-04-20,3212.83251953125,769.7504765160955,1129.4631144954908,3212.83251953125,756.3746948242188,1118.4332275390625
2001-04-23,3222.749207779408,750.333888034823,1125.0512067173338,3230.68212890625,749.0394287109375,1123.9482421875
2001-04-24,3242.582047372494,748.7314572697641,1124.8930117316047,3153.336669921875,759.3948974609375,1122.8458251953125
2001-04-25,3216.760764399761,758.4457222748517,1126.3466498587945,3221.758544921875,755.0802001953125,1095.45751953125
2001-04-26,3210.8500843422084,756.3173713368882,1100.9377047107496,3236.632080078125,758.53173828125,1119.72705078125
2001-04-27,3203.9087132982904,753.4837109989253,1163.8543701171875,3273.32177734375,789.59814453125,1163.8543701171875
2001-04-30,3264.8922639458765,789.5981006371883,1153.926113749708,3226.715087890625,794.7757568359375,1164.9578857421875
2001-05-01,3260.529476103283,794.7754506118035,1164.957734792541,3217.790771484375,778.37939453125,1174.8863525390625
2001-05-02,3193.001160791315,782.6943293939896,1184.8148596141123,3232.665771484375,755.5114135742188,1170.4735107421875
2001-05-03,3212.8326531466737,755.5113105961534,1166.0603304880597,3145.40283203125,736.094970703125,1153.92529296875
2001-05-04,3190.036001260242,739.9567601890279,1167.871742161943,3172.177001953125,749.9021606445312,1166.0604248046875
2001-05-07,3173.168212890625,749.9021606445312,1166.0604248046875,3173.168212890625,749.9021606445312,1166.0604248046875
2001-05-08,3130.5283463040864,749.9283653915237,1164.9575565929556,3222.74853515625,759.3948974609375,1151.719482421875
2001-05-09,3197.2742651448402,754.4459486189539,1148.9611406748074,3257.455322265625,759.3948974609375,1140.687255859375
2001-05-10,3210.8498436031487,758.2730196564788,1140.1360632648068,3297.120361328125,775.359375,1178.19580078125
2001-05-11,3290.57631531238,771.843665013237,1202.4656600446015,3256.46484375,768.8871459960938,1171.57666015625
2001-05-14,3253.7879452926086,774.7119289085306,1186.469685080843,3122.59716796875,724.4452514648438,1179.2989501953125
2001-05-15,3236.6327764312095,753.354254242269,1188.1242590524007,3221.758544921875,755.0802001953125,1191.433837890625
2001-05-16,3226.0215374052523,755.0798239958611,1191.4340259989754,3302.078369140625,752.490966796875,1211.291259765625
2001-05-17,3302.0791130514704,755.0801300984904,1191.433837890625,3371.4921875,761.5521850585938,1191.433837890625
2001-05-18,3371.4908608704322,765.4355737098418,1191.433837890625,3419.08837890625,755.0802001953125,1191.433837890625
2001-05-21,3413.2384534324174,753.7854069192699,1186.5803210010981,3396.28173828125,763.7092895507812,1187.0216064453125
2001-05-22,3396.2813598099756,763.7095686925904,1187.0211601004257,3406.197509765625,774.06494140625,1171.57666015625
2001-05-23,3403.2236783815715,774.0645980336484,1171.5767601635102,3357.609375,771.9072875976562,1179.2989501953125
2001-05-24,3411.1565473261153,774.064811851634,1168.0908323996878,3400.248779296875,780.5369262695312,1180.40234375
2001-05-25,3390.332749013328,779.7163947291999,1184.5409683629052,3352.6513671875,774.9278564453125,1160.5445556640625
2001-05-28,3352.6513671875,773.2018432617188,1160.5445556640625,3352.6513671875,773.2018432617188,1160.5445556640625
2001-05-29,3345.2141913992687,770.1817916570155,1160.5447643044647,3328.8525390625,769.7503051757812,1173.782958984375
2001-05-30,3329.545941632251,769.9053535569581,1161.8684739666935,3289.187255859375,758.53173828125,1183.71142578125
2001-05-31,3321.9107399847276,760.689168118442,1181.5051208782838,3297.120361328125,757.6688842773438,1183.71142578125
2001-06-01,3271.3973409836112,756.4230474312819,1189.425909239805,3347.692138671875,756.3746948242188,1201.3624267578125
2001-06-04,3351.6590097134576,755.9427779644436,1189.5961573091174,3378.4326171875,763.7092895507812,1213.4976806640625
2001-06-05,3382.3989495775904,761.1208111922983,1206.8784847137974,3448.837158203125,768.0244140625,1226.7357177734375
2001-06-06,3410.560686773667,768.0243205722242,1227.0115077697324,3465.694580078125,776.6537475585938,1247.6961669921875
2001-06-07,3491.4771819551115,776.6535734166756,1248.7989034349653,3510.31787109375,787.4404907226562,1267.552978515625
2001-06-08,3495.1466329375903,781.1429677236828,1263.1406160397396,3525.192626953125,789.59814453125,1266.4501953125
2001-06-11,3509.4248151114207,773.2019496618644,1266.4500970322529,3464.702880859375,768.8871459960938,1257.6246337890625
2001-06-12,3492.6658883322684,768.1966077949597,1259.6104759208945,3438.92041015625,752.490966796875,1258.7279052734375
2001-06-13,3432.971200210405,752.4909981905083,1268.656532051622,3464.702880859375,744.7244262695312,1255.41845703125
2001-06-14,3460.7372144706687,740.4098575802184,1276.3742675155838,3488.50244140625,733.9376831054688,1242.1800537109375
2001-06-15,3500.400680935485,733.4630104672906,1252.7209342800672,3460.736083984375,733.5062255859375,1251.0045166015625
2001-06-18,3460.7372815428844,733.5065185514616,1251.0057555506771,3451.812744140625,730.0546264648438,1244.3865966796875
2001-06-19,3451.812935431155,730.0544388899968,1238.1863795557829,3430.989013671875,737.3895263671875,1260.93408203125
2001-06-20,3417.105292715463,748.6080477068288,1257.6247538937703,3440.904052734375,734.8008422851562,1301.751953125
2001-06-21,3424.443510456155,732.1439747877705,1287.9619535719185,3396.28173828125,720.5623168945312,1296.23583984375
2001-06-22,3410.2632280848434,741.272937410428,1314.9896668135223,3406.197509765625,728.7601928710938,1297.3387451171875
2001-06-25,3404.5131017993904,729.7569121918649,1295.132872846032,3401.24072265625,735.2322998046875,1317.1964111328125
2001-06-26,3399.1676510607203,730.4853780793472,1307.2674391631206,3331.8271484375,707.6180419921875,1313.886474609375
2001-06-27,3323.5965058819897,713.2269907489818,1301.7516295752646,3292.162353515625,722.2879638671875,1332.640625
2001-06-28,3331.826661475533,720.2341876169348,1312.7832867797172,3303.06982421875,722.2879638671875,1328.227783203125
2001-06-29,3292.162497877679,722.2879500080112,1321.608642578125,3285.22119140625,727.0341796875,1321.608642578125
